City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
522,guerrero negro,27.9769,-114.0611,17.43,85,3,3.27,MX,1698232156
523,flekkefjord,58.2971,6.6607,6.08,76,100,11.58,NO,1698232157
524,charlottetown,46.2352,-63.1267,10.31,81,57,4.47,CA,1698232114
525,brisas de zicatela,15.8369,-97.0419,25.07,86,100,1.65,MX,1698232157
526,capinota,-17.7167,-66.2333,15.7,64,98,1.17,BO,1698232158
527,novoanninskiy,50.5287,42.6747,4.75,80,98,2.58,RU,1698232159
528,kotel'nikovo,47.6317,43.1461,13.16,55,71,3.69,RU,1698232159
529,bouca,6.5105,18.2733,30.03,63,100,1.61,CF,1698232159
530,gebeit,21.0667,36.3167,35.46,18,1,5.8,SD,1698232159
531,charters towers,-20.1,146.2667,22.92,63,1,6.69,AU,1698232008
532,matiguas,12.8373,-85.4622,20.95,96,97,1.1,NI,1698232161
533,morehead city,34.7229,-76.726,17.77,96,20,2.57,US,1698232161
534,nalagarh,31.05,76.7167,28.79,30,0,1.29,IN,1698232161
535,bosaso,11.2842,49.1816,32.28,56,57,5.81,SO,1698232162
536,n'dalatando,-9.2978,14.9116,27.27,56,90,1.2,AO,1698232162
537,karystos,38.0133,24.4161,27.88,71,100,4.2,GR,1698232163
538,dakhla,23.6848,-15.958,22.63,63,0,8.1,EH,1698232163
539,arica,-18.475,-70.3042,17.75,87,59,0.65,CL,1698232040
540,boguchany,58.3814,97.4531,1.03,96,100,4.47,RU,1698232164
541,mccook,40.2019,-100.6257,10.03,94,100,2.57,US,1698232165
542,ripley,53.0333,-1.4,11.9,88,34,0.45,GB,1698232166
543,ad dilam,23.9915,47.1627,35.23,19,0,4.72,SA,1698232040
544,porto novo,6.4965,2.6036,31.72,59,96,4.06,BJ,1698231884
545,kolonia,50.9333,6.95,11.57,90,75,6.17,DE,1698232167
546,tralee,52.2704,-9.7026,10.14,93,75,2.57,IE,1698232167
547,nyandoma,61.669,40.1991,-0.44,78,93,2.91,RU,1698232167
548,cromer,52.9312,1.2989,12.62,93,85,2.68,GB,1698232169
549,jilib,0.4883,42.7854,35.44,38,34,6.56,SO,1698232172
550,zhenlai,45.8495,123.2973,12.42,24,35,9.2,CN,1698232173
551,bam,29.106,58.357,31.32,14,1,3.21,IR,1698232174
552,morshyn,49.1565,23.8723,14.87,83,99,3.86,UA,1698232174
553,ormara,25.2088,64.6357,27.93,68,1,5.55,PK,1698232175
554,magong,23.5654,119.5863,25.06,81,43,9.36,TW,1698232175
555,afif,23.9065,42.9172,30.85,18,46,4.05,SA,1698232175
556,dunhua,43.3725,128.2425,10.6,77,51,1.61,CN,1698232176
557,tromso,69.6496,18.957,0.01,69,0,3.6,NO,1698232176
558,tabou,4.423,-7.3528,26.39,78,91,1.26,CI,1698232176
559,paracuru,-3.41,-39.0306,27.84,65,71,4.88,BR,1698232177
560,bamboo flat,11.7,92.7167,27.05,83,75,1.54,IN,1698232178
561,somerset east,-32.7217,25.588,23.02,30,3,2.66,ZA,1698232178
562,nadym,65.5333,72.5167,-4.29,95,90,2.38,RU,1698232042
563,midland,31.9974,-102.0779,16.46,97,75,4.12,US,1698232179
564,matonga,-2.3833,34.0833,29.74,33,100,2.43,TZ,1698232179
565,harstad,68.799,16.5293,3.68,98,100,4.47,NO,1698232180
566,mount hagen,-5.8581,144.2274,13.59,88,96,0.83,PG,1698232180
567,poquoson,37.1224,-76.3458,13.32,95,0,0.0,US,1698232181
568,mus,39.0,41.75,18.02,45,1,4.11,TR,1698232181
569,elko,41.0002,-115.5012,9.3,50,70,3.13,US,1698232182
570,berbera,10.4396,45.0143,31.71,66,48,7.16,SO,1698232182
571,roma,43.2128,-75.4557,14.49,85,100,3.09,US,1698232125
572,sisimiut,66.9395,-53.6735,-3.72,63,95,5.55,GL,1698232183
573,antonio enes,-16.2325,39.9086,31.45,56,0,8.52,MZ,1698232183
574,taroa,8.7058,171.2275,28.37,76,76,4.61,MH,1698232184
575,puerto penasco,31.3167,-113.5333,23.84,67,0,3.85,MX,1698232033
576,benguela,-12.5763,13.4055,25.6,72,91,4.0,AO,1698232184
577,saint-francois,46.4154,3.9054,17.69,64,100,5.66,FR,1698232185
578,san ignacio,17.1561,-89.0714,23.08,100,75,0.0,BZ,1698232185
579,kavalerovo,44.2661,135.0572,11.42,73,18,1.34,RU,1698232186
580,mwatate,-3.5029,38.3795,30.35,39,100,3.71,KE,1698232186
581,chernyshevskiy,63.0128,112.4714,-6.86,89,80,3.49,RU,1698232186
582,saint george's,12.0564,-61.7485,27.54,78,20,0.67,GD,1698232009
583,kataba,13.9833,44.3833,20.5,49,85,1.12,YE,1698232187
584,lae,-6.7221,146.9847,25.14,90,84,2.29,PG,1698232188
585,yalutorovsk,56.6536,66.3006,-1.13,97,100,6.26,RU,1698232188
586,emerald,-23.5333,148.1667,28.52,43,0,7.8,AU,1698232188
587,buala,-8.145,159.5921,26.94,82,100,2.7,SB,1698232189
588,newman,37.3138,-121.0208,12.94,83,10,0.45,US,1698232189
589,tutong,4.8,114.65,29.05,79,80,1.46,BN,1698232190
590,carutapera,-1.195,-46.02,28.31,66,78,4.21,BR,1698232190
591,tura,25.5198,90.2201,22.97,93,11,0.3,IN,1698232190
